"シーケンス番号","sequence number","TCPで送信されるパケットに付けられる通し番号。受信側ではを参照することによりパケットの正しい順番や通信途上でのパケットの欠落を知ることができる。",
"拡張子","extension","コンピュータのストレージ（外部記憶装置）に記録されたファイル名のうち、「.」（ドット/ピリオド）で区切られた右側の部分。「新しいテキスト ドキュメント.txt」というファイル名のは「txt」である。",
"メタデータ","metadata","データについてのデータ。あるデータそのものではなく、そのデータを表す属性や関連する情報を記述したデータのこと。データを効率的に管理したり検索したりするためには、の適切な付与と維持が重要となる。",
"デコード","decode","一定の規則や方式に基づいて符号（コード）の集まりに変換されたデータに対し、符号化時とは逆方向の変換を行い、元のデータを復元すること。そのような処理を行う装置や電子回路、ソフトウェア、システムなどのことは「デコーダ」（decoder）という。",
"アクセシビリティ","accessibility","近づきやすさ、利用しやすさ、などの意味を持つ英単語で、ITの分野では機器やソフトウェア、システム、情報などが身体の状態や能力の違いによらず様々な人から同じように利用できる状態やその度合いのことを指す。",
"アドレス","address","住所、番地、宛名、などの意味を持つ英単語。ITの分野では、人間や機器、データなどの所在を表す文字列や番号、ビット列などの識別符号をと呼ぶことが多い。",
"オペランド","operand","数式を構成する要素のうち、演算の対象となる値や変数、定数などのこと。プログラミングの分野ではこれに加えて、プログラム中の個々の命令・処理の対象となるデータや、データの所在情報などのこともという。",
"ROI","Return On Investment","投下した資本に対して得られる利益の割合。事業などから得られた利益額を、そのために費やした投資額で割ったもの。一般には割合の値に100を乗じてパーセンテージで表すことが多い。",
"PHP","PHP : Hypertext Preprocessor","Webサーバの機能を拡張し、動的にWebページを生成するために用いられるプログラミング言語の一つ。いわゆるスクリプト言語あるいは軽量言語（LL：Lightweight Language）の一つで、実行環境をWebサーバに組み込んで利用されることが多い。",
"デプロイ","deploy","配備する、配置する、展開する、配置につく、などの意味を持つ英単語。ITの分野では開発したソフトウェアを実際の運用環境に配置・展開して実用に供することを指す場合が多い。",
"ハードウェア","hardware","システムの構成要素のうち、回路や装置、機器、設備、施設など、物理的な実体を伴うもの。「HW」「H/W」などの略号で示されることもある。",
"オフセット","offset","埋め合わせ（る）、相殺する（もの）、補う、補正（する）、補正値、代償、分派などの意味を持つ英単語。ITの分野では、何かの位置を指し示す際に、基準となる位置からの差（距離、ズレ、相対位置）を表す値のことをということが多い。",
"コンテンツ","content","中身、内容（物）、容量、項目、意味、満足させる、満足（感）、充足（感）などの意味を持つ英単語。",
"プロンプト","prompt","利用者がコンピュータに文字で命令を打ち込んで操作するコマンドラインインターフェース（CLI：Command Line Interface）において、システムが入力を受け付けられる状態であることを示す短い文字や記号の並び。",
"TLS","Transport Layer Security","インターネットなどのTCP/IPネットワークでデータを暗号化して送受信するプロトコル（通信手順）の一つ。データを送受信する一対の機器間で通信を暗号化し、中継装置などネットワーク上の他の機器による成りすましやデータの盗み見、改竄などを防ぐことができる。SSLの後継規格。",
"DMZ","DeMilitarized Zone","インターネットなどに接続されたネットワークで、ファイアウォールなどの機器を用いて外部と内部の両ネットワークの中間に設けられたネットワーク領域のこと。もとは軍事用語で、紛争地域の軍事境界線付近に設定された軍事活動の禁じられた地域のことを指す。",
"オンデマンド","on demand","「要求に応じて」という意味の英語表現で、利用者の要求に応じてその都度サービスや製品を提供する方式のこと。",
"ラウンドロビン","round robin","総当たり戦、傘連判状、持ち回り、などの意味を持つ英単語。ITの分野では、複数の主体や対象を順繰りに（同じ順序で循環的に）指名したり割り当てたりすることを指す。",
"データクレンジング","data cleansing","データベースなどに保存されているデータの中から、重複や誤記、表記の揺れなどを探し出し、削除や修正、正規化などを行ってデータの品質を高めること。",
"cron","crond","多くのUNIX系OSで標準的に利用される常駐プログラム（デーモン）の一種で、利用者の設定したスケジュールに従って指定されたプログラムを定期的に起動してくれるもの。",
"クロスコンパイル","cross compile","ソースコードを元に、開発に使用している機種やOSとは異なる環境向けに実行可能なコードを生成すること。生成した実行可能形式のプログラムは、開発機でターゲット環境のエミュレータを用いて実行したり、ターゲット環境に転送して実行する。",
"L3スイッチ","L3 switch","ネットワークの中継機器の一つで、プロトコル階層でいうネットワーク層（第3層）とリンク層（第2層）の両方の制御情報に基づいてデータの転送先の決定を行うもの。",
"スタック","stack","最も基本的なデータ構造の一つで、要素が入ってきた順に一列に並べ、後に入れた要素から順に取り出すという規則で出し入れを行うもの。本や書類、箱などを積み上げて置く（stack）ことになぞらえてこのように呼ばれる。",
"WWAN","Wireless Wide Area Network","無線通信による広域データ通信ネットワーク。また、そのようなネットワークに接続できる通信サービス。",
"アドミニストレータ","administrator","管理者、行政官、管財人などの意味を持つ英単語で、ITの分野ではコンピュータや通信機器、オペレーティングシステム（OS）などを管理する人や役職のことをこのように呼ぶ。管理に必要なシステム上の特権的・優越的な権限を与えられた人やユーザーアカウントを指すこともある。",
"ドライバ","driver","運転手、操縦者、駆動装置、推進力などの意味を持つ英単語。",
"GPL","GNU General Public License","ソフトウェアの利用許諾条件などを定めたライセンスの一つ。主にフリーソフトウェアの開発・配布のために用いられるもので、FSF（Free Software Foundation）が公開している。",
"OFDM","Orthogonal Frequency Division Multiplexing","デジタル変調方式の一つで、隣り合う周波数の搬送波同士の位相を互いに直交させて周波数帯域の一部を重なり合わせ、高密度な周波数分割を行う手法。",
"サービス","service","役務、業務、奉仕、貢献などの意味を持つ英単語。",
"オンプレミス","on-premises","企業などの組織における情報システムの設置形態の分類で、自社施設の構内に機器を設置してシステムを導入・運用すること。外部の事業者が用意した機材やソフトウェアを通信回線を経由して利用する「クラウド」型（システム/サービス）の対義語。",
"16進数","hexadecimal number","基数を十六とした数値の表現方法。桁が一つ移動する毎に値の重みが十六倍または十六分の一倍になる。",
"パーサ","parser","コンピュータプログラムのソースコードやXML文書など、何らかの言語で記述された構造的な文字データを解析し、プログラムで扱えるようなデータ構造の集合体に変換するプログラムのこと。そのような処理のことを「構文解析」「パース」（parse）という。",
"DVDスーパーマルチドライブ","DVD Super Multi drive","様々な規格に対応したDVDドライブの種類の一つで、DVD-ROM、DVD±R、DVD±RW、DVD-RAMに対応したもの。",
"添字","subscript","文字の周囲に小さく添えられた文字。ITの分野では、プログラミングにおいて配列などに格納された個々の要素を指し示す値などをこのように呼ぶ。",
"エミュレータ","emulator","ある装置やソフトウェア、システムの挙動を模倣し、代替として用いることができるソフトウェアなどのこと。そのように擬似的に別の装置やソフトウェアの環境を再現することを「エミュレーション」（emulation）という。",
"ログローテーション","log rotation","システムが残す時系列の記録データ（ログ）が際限なく増えることを防ぐために、一定の容量や期間ごとに古いログを削除したり新しいログで上書きすること。また、そのような機能。",
"レイヤー","layer","層、階層、層にする、層をなす、などの意味を持つ英単語。何かの構造や設計などが階層状になっているとき、それを構成する一つ一つの階層のことをという。",
"FAT32","File Allocation Table 32","Windowsで標準的に利用されるファイルシステムの一つで、初期のFAT仕様を拡張してより大容量のストレージ（外部記憶装置）を扱えるようにしたもの。1996年に登場したWindows 95 OSR2で初めて導入された。",
"LDAP","Lightweight Directory Access Protocol","インターネットなどのTCP/IPネットワークでディレクトリサービスにアクセスするための通信プロトコルの一つ。",
"ISP","Internet Services Provider","公衆通信回線などを経由して契約者にインターネットへの接続を提供する事業者。「プロバイダ」と略称されることが多い。",
"ベリファイ","verify","検証する、立証する、実証する、確かめる、確認する、照合する、などの意味を持つ英単語。“verification” はその名詞形。何かが正しいことを証拠を示して立証したり、調査や比較、照合などを行って確かめたりすることを指す場合が多い。",
"CUI","Character-based User Interface","コンピュータやソフトウェアが利用者に情報を提示したり操作を受け付けたりする方法（UI：ユーザーインターフェース）の類型の一つで、すべてのやり取りを文字によって行う方式。",
"非機能要件","non-functional requirement","情報システムやソフトウェアの開発に際して定義される要件のうち、機能面以外のもの全般。性能や信頼性、拡張性、運用性、セキュリティなどに関する要件が含まれる。",
"デジタルデバイド","digital divide","コンピュータやインターネットなどの情報技術（IT：Information Technology）を利用したり使いこなしたりできる人と、そうでない人の間に生じる、貧富や機会、社会的地位などの格差。個人や集団の間に生じる格差と、地域間や国家間で生じる格差がある。",
"ハイパーリンク","hyperlink","文書データなどの情報資源の中に埋め込まれた、他の情報資源に対する参照情報。また、そのような参照が設定された、文字や画像など文書内の要素のこと。単に「リンク」（link）と略して呼ぶことが多い。",
"ランレングス圧縮","Run Length Encoding","最も基本的な圧縮アルゴリズムの一つで、連続して現れる符号を、繰り返しの回数を表す値に置き換える方式。圧縮によって内容を損なわない可逆圧縮を行う。",
"WPA3","Wi-Fi Protected Access 3","無線LAN（Wi-Fi）上で通信を暗号化して保護するための技術規格の一つで、WPA2の後継。また、通信機器などが同規格に準拠していることを認定する認証制度。業界団体のWi-Fi Allianceが2018年6月に発表した。",
"DFS","Distributed File System","Windows Serverのネットワーク機能の一つで、複数のコンピュータに存在する共有フォルダなどを一元的に管理するもの。主な機能として名前空間とレプリケーションの二つが提供されている。",
"エンコード","encode","情報を一定の規則に従ってデータに置き換えて記録すること。また、ある形式のデータを一定の規則に基づいて別の形式のデータに変換すること。データ圧縮や暗号化などもこれに含まれる。を行う装置やソフトウェアを「エンコーダ」（encoder）という。されたデータを前の情報やデータに戻すことを「デコード」（decode：復号）という。",
"フレームワーク","framework","枠組み、骨組み、骨格、下部構造、構造、組織などの意味を持つ英単語。ITの分野では、問題に取り組むための概念や方法を体系化した枠組みのことや、ソフトウェア開発の土台となるプログラム部品などを指すことが多い。",
"インタプリタ","interpreter","人間に分かりやすい高水準プログラミング言語（高級言語）で書かれたコンピュータプログラムを、コンピュータが解釈・実行できる形式に変換しながら同時に少しずつ実行していくソフトウェア。英語の原義は「通訳者」。",
"RTT","Round-Trip Time","通信相手に信号やデータを発信してから、応答が帰ってくるまでにかかる時間。相手との物理的な距離や、経路上で中継・転送する装置などの数や処理時間に左右される。",
"VOBファイル","Video OBject file","DVD-Videoで動画や音声のデータが記録されたファイル。ファイル名の拡張子が「.vob」であるためこのように呼ばれる。DVDプレーヤーやDVD再生ソフトなどで読み込んで内容を再生する。",
"ベースバンド","baseband","通信において送りたい情報をそのまま表した信号の占める周波数帯域のこと。これをそのまま伝送媒体に送信して通信する方式を伝送という。",
"ヒューリスティック評価法","heuristic evaluation method","Webサイトなどのユーザビリティ（使い勝手や分かりやすさ）を評価する手法の一つで、制作者や専門家がガイドラインや自身の経験則などに照らして評価する方式。",
"インデント","indent","文章の行頭に空白を挿入して先頭の文字を右に押しやること。また、そのために左端に挿入された空白や、テキストエディタやワープロソフトの持つ字下げ機能のこと。",
"RDBMS","Relational DataBase Management System","リレーショナルデータベースを管理するための専用のソフトウェア。",
"10進数","decimal number","数を書き表す方法（記数法）の一つで、基数を十とした表記法のこと。人間が普段最も一般的に利用している位取り記数法で、通常、アラビア数字の「0」から「9」までのすべての数字を用いて数を表現する。",
"バリデーション","validation","検証、実証、認可、妥当性確認などの意味を持つ英単語。ITの分野では、対象がその仕様や文法などに照らして適切に記述・構築されているか否かを検証するという意味で用いられることが多い。",
"TIFF","Tagged Image File Format","様々な符号化方式に対応した、ビットマップ形式の画像データを保存するためのファイル形式の一つ。ファイル名の標準の拡張子は「.tif」あるいは「.tiff」。",
"コンテナ","container","入れ物、箱、容器などの意味を持つ英単語。ITの分野では何らかの入れ物のような働きをする要素や仕組みなどを比喩的にと呼ぶことが多い。",
"ALU","Arithmetic and Logic Unit","コンピュータを構成する基本的な装置の一つで、算術演算（四則演算）や論理演算などの計算を行う装置。現代のコンピュータでは制御装置とともにマイクロプロセッサ（CPU/MPU）などの論理回路の一部として実装されている。",
"2000年問題","Year 2000 Problem","西暦2000年以前に開発・運用されていたコンピュータシステムの一部が日付データの年号部分を西暦の下二桁で管理しており、1999年から2000年になると同時に一斉に異常が生じ社会を混乱させるとされた問題。日本では西暦2000年1月1日午前0時および同午前9時（協定世界時における1月1日午前0時）が問題の瞬間だった。",
"パッケージ","package","荷物、小包、筐体、一括などの意味を持つ英単語。ITの分野では、関連する様々な要素を一つにまとめたもの、複数の製品を組み合わせた複合的な製品、市販・出来合いの製品などの意味で使われる。“pkg”などの略号で示されることもある。",
"ウィンドウ","window","「窓」という意味の英単語。コンピュータの操作画面上で個々のソフトウェアに割り当てられた矩形の表示領域をという。",
"マクロ","macro","関連する複数の操作や手順、命令などを一つにまとめ、必要に応じて呼び出すことができるようにする機能のこと。",
"CD","Compact Disc","薄い樹脂製の円盤（ディスク）の表面に微細な加工を施し、高速で回転させてレーザー光を照射することで信号の読み書きを行う光ディスクの一つ。1980年にソニーと蘭フィリップス（Philips）社が開発した。",
"スタブ","stub","切り株、半券、（何かが減ったり短くなった）残り、などの意味を持つ英単語。ITの分野では、本物が用意できないときに動作に支障が無いようにとりあえず置いておく代用品という意味で用いられることが多い。",
"ワイルドカード","wild card","トランプなどのカードゲームで、万能の効力を持つ、あるいは他の任意のカードの代わりとして使用できる特別なカードのこと。転じて、人や集団、物、事について、不確実な要素、まったく予測不能な要素、鍵を握る重大な要素などのことを比喩的に表す。",
"デフォルト","default","欠席、怠慢、不履行、棄権、初期値、既定値などの意味を持つ英単語。ITの分野では、利用者が何も操作や設定を行わなかった際に使用される、あらかじめ組み込まれた設定値などを意味する。",
"Webメール","webmail","Webブラウザで電子メールの閲覧や送受信ができるシステムやサービス。メールソフト（メールクライアント）に相当する機能をWebアプリケーションとして実装したもので、Webブラウザがあればどんな環境からでもメールが利用できる。",
"FOTA","Firmware Over-The-Air","スマートフォンなどの携帯機器や車載機器のファームウェアを無線通信によって配布・更新すること。",
"オンライン","online","コンピュータなどの機器がネットワークに接続された状態、あるいは、通信回線を通じて別のコンピュータなどに接続された状態のこと。現代では特にインターネットに接続された状態のことを指すことが多い。対義語は「オフライン」（offline）あるいは「スタンドアローン」（stand alone）。また、通信やネットワークとは無関係に、「コンピュータ上で」「即座に」「状況に即して」などの意味で用いられることもある。",
"クロック周波数","clock frequency","電子基板や半導体チップなどの内部で、複数の電子回路が信号を送受信するタイミングを揃えるための周期的な電気信号（クロック信号）を、単位時間あたり何回発振するかを表す値のこと。単位は「Hz」（ヘルツ）。",
"SMTP","Simple Mail Transfer Protocol","インターネットなどのTCP/IPネットワークで標準的に用いられる、電子メール（eメール）を伝送するための通信手順（プロトコル）の一つ。",
"アクセスポイント","Access Point","通信ネットワークの末端でコンピュータなどからの接続要求を受け付け、ネットワークへの通信を仲介する施設や機器のこと。",
"ディスプレイ","display","表示（する）、展示（する）、陳列（する）、掲示（する）、露呈（する）、誇示（する）、展示品、飾り付け、見せる、示す、などの意味を持つ英単語。ITの分野では、コンピュータなど情報機器の出力装置の一つで、画面を発光させて像を映し出す表示装置（display device、装置）のことをと呼ぶ。「モニター」（monitor）とも呼ばれる。",
"同期","synchronization","複数の主体の間で周期やタイミング、内容などを一致させること。一般的には「同じ時期」を表すことが多いが、ITの分野での用法はこれとは異なる。対義語は「非」。",
"Windowsエクスプローラ","Windows Explorer","Windowsの機能の一つで、利用者にシステムの基本的な操作画面や、ストレージ（外部記憶装置）内のファイルやフォルダの管理機能などを提供するもの。OSの構成要素のうち「シェル」（shell）と呼ばれるもので、グラフィック表示による操作画面（GUI：Graphical User Interface）を提供する。",
"エンドツーエンド","end to end","「両端で」「端から端まで」という意味の英語表現。ITの分野では、通信を行う二者、あるいは、二者間を結ぶ経路全体を指すことが多い。",
"WMA","Windows Media Audio","米マイクロソフト（Microsoft）社が開発した音声データの圧縮符号化方式。単体で保存する際の標準のファイル拡張子は「.wma」で、動画に付随する音声として動画ファイルに保存される場合もある。同社のWindowsなどが標準で対応している。",
"ダイナミックディスク","dynamic disk","Windowsのストレージ管理方式の一つで、領域の分割や統合を柔軟に、動的に行うことができる方式。基本的な管理方式であるベーシックディスクと対比される。",
"PCM","Pulse Code Modulation","音声などのアナログ信号をデジタルデータに変換する方式の一つ。信号の強度を一定周期で標本化（サンプリング）したもの。そのまま保存すれば無圧縮データとなる。",
"ライブラリ","library","図書館、図書室、資料室、書庫、書斎、蔵書、文庫、選書、双書などの意味を持つ英単語。",
"シンクライアント","thin client","企業や官庁などの情報システムで、利用者が操作するコンピュータ（クライアント）に最低限の機能しか持たせず、サーバコンピュータが集中的にソフトウェアやデータなどの資源を管理する方式。また、そのような機能を絞った低価格のクライアント専用機器。",
"APOP","Authenticated Post Office Protocol","電子メールの受信に用いる通信規約（プロトコル）であるPOP3において、パスワードの送信を暗号化して安全性を高める方式。",
"クラウドコンピューティング","cloud computing","コンピュータの機能や処理能力、ソフトウェア、データなどをインターネットなどの通信ネットワークを通じてサービスとして呼び出して遠隔から利用すること。そのようなサービスやシステムを「クラウドサービス」「クラウドシステム」と呼び、これらを略して単にクラウドということもある。",
"インプリメント","implement","実行する、実装する、履行する、満たす、などの意味を持つ英単語。“implementation” はその名詞形。ITの分野では、ある機能や技術などを、その仕様や規格、設計などに基づいて、実際に機能する実物として開発したり組み込んだりすることを指すことが多い。「実装」（する）と訳される場合もある。",
"オーバーライド","override","乗り越える、～に優先する、覆す、圧倒する、などの意味を持つ英単語。ITの分野では、ある場所で定義された設定や手続き、属性などを、別の定義で上書きすることを指すことが多い。",
"トレーサビリティ","traceability","過程や来歴などが追跡可能である状態のこと。一般の外来語としては、消費財や食品などの生産・流通の過程を履歴として統一的に記録し、消費者などが後から確認できること、および、そのような制度やシステムを意味することが多い。",
"ハッシュ化","hashing","元のデータから一定の計算手順に従ってハッシュ値と呼ばれる規則性のない固定長の値を求め、その値によって元のデータを置き換えること。パスワードの保管などでよく用いられる手法である。",
"スキャン","scan","走査（する）、精査（する）、検査（する）、見渡す、詳しく調べる、などの意味を持つ英単語。端から端まで順番に調べる、取り込む、といったニュアンスがある。を行なう装置やソフトウェア、システムを「スキャナ」（scanner）という。",
"fps","frames per second","動画のなめらかさを表す単位の一つで、画像や画面を1秒間に何回書き換えているかを表したもの。30の動画は1秒あたり30枚の静止画で構成され、約0.033秒（33ミリ秒）ごとに画像を切り替えて再生される。",
"パケットロス","packet loss","ある通信主体から発信されたパケットが、ネットワークの転送経路の途上で喪失し、宛先に指定された相手方まで届かないこと。",
"ユーザーアカウント","user account","コンピュータやネットワークなどを許可された人のみが利用できるようにするために登録される利用者の識別情報や資格情報のセット。単にアカウント（account：「口座」の意）と呼ばれることも多い。",
"USB","Universal Serial Bus","主にコンピュータと周辺機器を繋ぐのに用いられるデータ伝送路の標準規格の一つ。キーボードやマウス、プリンタなどの接続方式として広く普及している。",
"マルチスレッド","multi-thread","一つのコンピュータプログラムを実行する際に、複数の処理の流れを並行して進めること。また、そのような複数の処理の流れ。",
"リバースエンジニアリング","reverse engineering","出荷された製品を入手して分解や解析などを行い、その動作原理や製造方法、設計や構造、仕様の詳細、構成要素などを明らかにすること。",
"ローダー","loader","コンピュータプログラムの種類や機能の一つで、データやプログラムを外部から読み込む（load：ロードする）もの。対象により「ブート」「画像」「クラス」などのように呼ぶ。",
"標本化定理","sampling theorem","アナログ信号をデジタル信号に正確に変換するには、元の信号の最大周波数の2倍のサンプリング周波数で標本化すればよいことを示した定理。",
"CRTディスプレイ","CRT display","CRT（ブラウン管）を利用した画面表示装置。表示原理はブラウン管テレビと同じで、大きな真空管の奥に備え付けた電子銃から電子ビームを発射し、これを側面の偏光ヨークと呼ばれる電磁石から生じる磁界（電界を用いる装置もある）で曲げて、装置前面の蛍光幕に衝突させて発光させる。",
"開発環境","development environment","機器やソフトウェア、システムを開発するために必要な機材やソフトウェアなどの組み合わせ。また、それらを組み合わせて構成された、開発者の作業環境。",
"ストリーム","stream","小川、流れ、連続などの意味を持つ英単語で、ITの分野では連続したデータの流れや、データの送受信や処理を連続的に行うことなどを意味する。",
"WMV","Windows Media Video","米マイクロソフト（Microsoft）社が開発した動画データの圧縮符号化方式および圧縮・展開ソフトウェア（コーデック）の一つ。2000年代前半に同社が推進していたWindows Media Formatの中核を構成する動画形式である。",
"ERP","Enterprise Resource Planning","企業の持つ資金や人材、設備、資材、情報など様々な資源を統合的に管理・配分し、業務の効率化や経営の全体最適を目指す手法。また、そのために導入・利用される業務横断型の業務ソフトウェアパッケージ（パッケージ）のこと。",
"PCIバス","Peripheral Component Interconnect","コンピュータ内部で装置間を結ぶデータ伝送路（バス）の規格の一つで、主にCPU（マイクロプロセッサ）と周辺機器などを接続するためのもの。2000年前後にパソコン向けの拡張カード接続仕様の事実上の標準として普及していた。",
"バックエンド","back end","後部（の）、後端（の）、後置（の）、後工程（の）、最終段階（の）、などの意味を持つ英単語。ソフトウェアやシステムの構成要素のうち、利用者や他のシステム、ソフトウェアなどから見えないところでデータの処理や保存などを行う要素のことをこのように呼ぶ。",
"マスク","mask","覆面（をかぶる）、仮面（をつける）、隠す、などの意味を持つ英単語。ITの分野では、対象の特定の部位を処理や加工から保護する覆いの役割を果たすものをということが多い。",
"GPU","Graphics Processing Unit","コンピュータに搭載される半導体チップの一種で、画面表示や画像処理に特化した演算装置。特に、3次元グラフィックス（3DCG）描画や動画の圧縮・展開などに必要な演算を高速化する並列処理に優れた構造のもの。",
"FQDN","Fully Qualified Domain Name","インターネットなどにおけるドメイン名の表記法の一つで、トップレベルドメイン（TLD）から順番に、サブドメイン名やホスト名など各階層を省略せずにすべて指定した形式のこと。他の表記法と区別してであることを明示したい場合は「www.example.co.jp.」のように末尾にドット「.」をつける。",
"プロセス","process","処理、加工、過程、進行、経過などの意味を持つ英単語。",
"ACK","ACKnowledgement","二者間の通信で、相手方に何らかの肯定的な応答を返す際に送られる信号やデータ、パケットなどのこと。「接続要求を受理した」「データが正しく受信できた」といった内容を伝達するために用いられる。",
"トグル","toggle","留め釘、ダッフルコートの棒状のボタンなどの意味を持つ英単語。ITの分野では、同じ操作や処理によって二つの状態が交互に切り替わるような仕組みのことをこのように呼ぶ。",
"VM","Virtual Machine","コンピュータやマイクロプロセッサ（CPU/MPU）の動作を模した機能を実装し、まったく同じように振る舞うソフトウェア。また、そのようなソフトウェアによってコンピュータ内に構築された仮想的なコンピュータ。",
"Microsoft Exchange","Exchange Server","米マイクロソフト（Microsoft）社による、電子メールなどのメッセージ送受信を行うためのサーバソフトウェア製品。",
"NTP","Network Time Protocol","TCP/IPネットワークを通じて現在時刻の情報を送受信するプロトコル（通信規約）の一つ。時刻情報を配信するサーバと時刻合わせを行うクライアント間、およびサーバ間の通信方法を定めている。",
"一時ファイル","temporary file","ソフトウェアが作業中のデータを一時的に保管するために作成する仮のファイル。永続的に保管や管理が必要なデータを記録したファイルとは異なり、何らかの都合や便宜のために一時的にデータを記録しておくためのもので、不要になると自動的に削除されることが多い。",
"SFTP","SSH File Transfer Protocol","sshで暗号化された通信路を使って安全にファイルを送受信するプロトコル。また、それを利用してUNIXなどで暗号化ファイル送受信を行うコマンド。UNIX系OS向けのsshパッケージに標準で付属しているほか、Windowsなどから利用できるクライアントソフトなども公開されている。",
"パース","parse","文法に従って分析する、品詞を記述する、構文解析する、などの意味を持つ英単語。",
"MVNO","Mobile Virtual Network Operator","携帯電話などの無線通信インフラを他社から借り受けてサービスを提供している事業者のこと。無線通信サービスの免許を受けられるのは国ごとに3～4社程度しかないが、免許を受けた事業者の設備を利用することで、免許のない事業者も無線通信サービスを提供することが可能になる。",
"高級言語","high-level programming language","プログラミング言語の分類の一つで、抽象的な語彙や記法、構文などを用いて処理を記述することができる言語の総称。",
"ファイルディスクリプタ","file descriptor","プログラムからファイルを操作する際、操作対象のファイルを識別・同定するために割り当てられる番号。OSにアクセスを依頼する際にファイルを指定するのに用いられる整数値である。主にUNIX系OSで用いられる仕組みで、Windowsではファイルハンドル（file handle）がほぼこれに相当する仕組みを提供する。",
"ローカルホスト","local host","通信ネットワークにおける位置関係を示す用語の一つで、利用者や稼働中のソフトウェアにとって、自らの側のコンピュータや端末のこと。通信相手は「リモートホスト」（remote host）という。",
"インタラクティブ","interactive","相互に作用する、対話的な、双方向の、相乗効果の、などの意味を持つ英単語。ITの分野では、情報の送り手と受け手の関係が固定的ではなく、その場で互いにやり取りできる状態を指す。",
"ITインフラ","IT infrastructure","情報システムを稼動させる基盤となるコンピュータなどの機材、ソフトウェアやデータ、通信回線やネットワークなどの総体のこと。「インフラストラクチャ」（infrastructure）は基盤、土台、下部構造などの意。",
"ドラッグ＆ドロップ","drag and drop","コンピュータの操作法の一つで、対象を指定してマウスなどのボタンを押し、押したまま画面上を移動して、希望の位置でボタンを離す操作のこと。対象の移動や複製などを指示するために行う。",
"POSシステム","Point Of Sales system","小売店などで客に商品を販売する際に何がいくつ売れたかを単品ごとに端末に入力し、売上や在庫などの情報をリアルタイムに管理するシステム。",
"フィーチャー","feature","特色、特質、機能、特徴（づける）、目玉（商品）、（商品の）売り、呼び物（にする）、容貌、特集する、などの意味を持つ英単語。",
"スイッチングハブ","switching hub","通信ネットワークの中継装置の一つで、受け取ったデータを接続されたすべての機器に送信せず、宛先などを見て関係する機器のみに送信する機能を持ったもの。ネットワーク間の接続・中継のための装置は「ブリッジ」（bridge）とも呼ばれる。",
"IPネットワーク","IP network","コンピュータネットワークの種類の一つで、インターネットプロトコル（IP：Internet Protorol）というプロトコル（通信規約/通信手順）によってデータの送受信を行うもの。最も大規模で有名なは「インターネット」（The Internet）として知られる。",
"エディタ","editor","データの作成や編集（edit）を行うためのソフトウェア。“editor” の原義は「編集者」。",
"オーバーフロー","overflow","あふれ（る）、あふれ出たもの、という意味の英単語。ITの分野では、数値の計算結果がその格納領域に収まる範囲を超えること（算術/桁あふれ）や、与えられたデータが多すぎて指定の領域に収まりきらないこと（バッファなど）を指す。",
"LPDDR3","Low Power DDR3","パソコンなどのメインメモリ（RAM）としてよく用いられるDDR SDRAM規格の派生規格で、低電圧・低消費電力のメモリ規格。LPDDR2の後継規格で、2012年5月に発表された。2013年頃からスマートフォンなどの携帯機器で採用されている。",
"VLAN","Virtual LAN","一つの構内ネットワーク（LAN）内に、物理的な接続形態とは独立に機器の仮想的なグループを設定し、それぞれをあたかも一つのLANであるかのように運用する技術。",
"ミリ秒","millisecond","時間の単位の一つで、1秒の1000分の1（0.001秒）を表すもの。1000が1秒に相当する。コンピュータで時間を扱う際の最小単位としてよく用いられる。",
"ソリューション","solution","解答、解決策、解決、解法、溶解、溶液などの意味を持つ英単語。IT業界では、顧客の抱える問題・課題を解決したり、要望・要求を満たすことができる製品やサービス、あるいはそれらの組み合わせのことをこのように呼ぶ。",
"リニアPCM","Linear PCM","音声などのアナログ信号をデジタルデータに変換する方式の一つで、信号の強度を一定周期で標本化（サンプリング）して得られたデータをそのまま記録するもの。PCM方式のうち最も単純で基本的な手法。",
"ロガー","logger","稼働中に起こった出来事や計測結果などを時系列に記録する装置やソフトウェア、システムなどのこと。",
"MKVファイル","Matroska Video","動画と付随する音声や字幕などを収録することができるファイル形式の一つ。様々な種類のメディアデータを格納する「Matroska」（マトリョーシカ）フォーマットの動画向け仕様で、標準のファイル拡張子は「.mkv」。",
"インポート","import","輸入する、取り込む、持ち込む、などの意味を持つ英単語で、あるソフトウェアが、他のソフトで作成されたデータやファイルを読み込んで利用できるようにすることを指す。対義語はエクスポート（export）で、ソフトウェアが自らの固有の形式以外の形式（汎用形式や他のソフトウェア固有の形式）でデータを書き出したりファイルを保存することを指す。",
"ラッパー","wrapper","包装紙、カバー、覆うもの、包むもの、などの意味を持つ英単語。ソフトウェア開発で、ある開発環境向けに提供されたプログラムなどを別の環境で利用できるようにするものをという。",
"UNC","Universal Naming Convention","Windowsネットワーク上で共有されている様々な資源（ファイルやフォルダ、プリンタなど）の位置を表記する標準的な記法。資源の存在するコンピュータ名と、その中での位置（共有名やパスなど）を組み合わせ、「\\コンピュータ名\資源の共有名\資源内での位置」（英語環境では\はバックスラッシュ）という形式で表される。",
"オープンソース","open source","人間が理解しやすいプログラミング言語で書かれたコンピュータプログラムであるソースコードを広く一般に公開し、誰でも自由に扱ってよいとする考え方。また、そのような考えに基づいて公開されたソフトウェアのこと。",
